Track title,track lyrics,Release Year,composer ,Lyricist,Tokenized & Preprocessed Lyrics,Sentiment,Sentiment_Score,Emotion
شاويش الكراكون,ارضك غنيى ماشاالله بيوتك رضيى الله عاجبالك العز رايى عليى خاف الله شاويش الكراكون حياتك تاخرنا ام الاصفر عالبلكون قالت بدا تنطرنا شاويش الكراكون الكراكون الكراكون ردت ردت قمطتها عالغره العسليى الشوق اللى بلفتتها ايام الصيفيى طارت غرتها الهوا لوح جبهتها غربتنا بجوز عيون عيون عيون عيون عيون شدت شدت زنارا عازهور الخصر المايل الياقوت المحتاره مشغولى بالجدايل بهيك الإشاره يقلا بحبك جارا قالت حبى كلو جنون جنون جنون جنون جنون,1970.0,الاخوين رحبانى,الأخوين رحباني,"ارضك
غنيى
ماشاالله
بيوتك
رضيى
الله
عاجبالك
العز
رايى
عليى
خاف
الله
شاويش
الكراكون
حياتك
تاخرنا
ام
الاصفر
عالبلكون
قالت
بدا
تنطرنا
شاويش
الكراكون
الكراكون
الكراكون
ردت
ردت
قمطتها
عالغره
العسليى
الشوق
اللى
بلفتتها
ايام
الصيفيى
طارت
غرتها
الهوا
لوح
جبهتها
غربتنا
بجوز
عيون
عيون
عيون
عيون
عيون
شدت
شدت
زنارا
عازهور
الخصر
المايل
الياقوت
المحتاره
مشغولى
بالجدايل
بهيك
الإشاره
يقلا
بحبك
جارا
قالت
حبى
كلو
جنون
جنون
جنون
جنون
جنون",positive,0.469401091337204,love
اقول لطفلتى,اقول لطفلتى اذا الليل برد وصمت الربى ربا تحد نصلى فانت صغيره الصغار صلاتهم ترد اقول لجارتى الا جئتى نسه فعندى ولوز وسكر نغنى فانت وحيده الغناء يخلى انتظارك اقصر عندى بيت ارض صغيره فانا الان يسكننى الامان ابيع ارضى بذهب الارض تراب بلادى تراب الجنان وفيه ينام الزمان اقول لبيتنا اذا صرت وحدى وهبت ليال بثلج برد ليالى وبيتى نار ويمضى الشتاء رفيقا كغابه,1999.0,الاخوين رحبانى,الأخوين رحباني,"اقول
لطفلتى
اذا
الليل
برد
وصمت
الربى
ربا
تحد
نصلى
فانت
صغيره
الصغار
صلاتهم
ترد
اقول
لجارتى
الا
جئتى
نسه
فعندى
ولوز
وسكر
نغنى
فانت
وحيده
الغناء
يخلى
انتظارك
اقصر
عندى
بيت
ارض
صغيره
فانا
الان
يسكننى
الامان
ابيع
ارضى
بذهب
الارض
تراب
بلادى
تراب
الجنان
وفيه
ينام
الزمان
اقول
لبيتنا
اذا
صرت
وحدى
وهبت
ليال
بثلج
برد
ليالى
وبيتى
نار
ويمضى
الشتاء
رفيقا
كغابه",negative,0.8626715540885925,longing
اسمر اسمر,اسمر اسمر طاب العنبر وفى لماك انجلى وشعشع الكوثر كبرت حبنا وربنا اكبر بحق عينيك اقبلت تستغفر تحاذر جفا فإننا نعذر اسمر ناسيا عهدنا تذكر وعدتنا باللقا ولم تزل تهجر والشوق يرعوى والقلب يصبر اسمر اهكذا حبنا كالحلم او اقصر الضحى والموعد المبكر وملتقى نبح نضمر وخلوه يكن انقى اطهر سمره غزا بمثلها عنتر ونظره مثلما تلفت الجؤذر وبسمه تموج المرمر وهمسه حلوه اهلها خبروا ذنبنا اننا بالحب نذكر واننا طوع يناى يامر اسمر,,الاخوين رحبانى,الأخوين رحباني,"اسمر
اسمر
طاب
العنبر
وفى
لماك
انجلى
وشعشع
الكوثر
كبرت
حبنا
وربنا
اكبر
بحق
عينيك
اقبلت
تستغفر
تحاذر
جفا
فإننا
نعذر
اسمر
ناسيا
عهدنا
تذكر
وعدتنا
باللقا
ولم
تزل
تهجر
والشوق
يرعوى
والقلب
يصبر
اسمر
اهكذا
حبنا
كالحلم
او
اقصر
الضحى
والموعد
المبكر
وملتقى
نبح
نضمر
وخلوه
يكن
انقى
اطهر
سمره
غزا
بمثلها
عنتر
ونظره
مثلما
تلفت
الجؤذر
وبسمه
تموج
المرمر
وهمسه
حلوه
اهلها
خبروا
ذنبنا
اننا
بالحب
نذكر
واننا
طوع
يناى
يامر
اسمر",positive,0.8799173831939697,love
اطلعى عروسه,اطلعى عروسه عالكرم نقى العنب وطلعت العروسه الكرم طار العنب وطلعت العروسه تنقى ضحك الناطور وقلبو حزين ولوحت بعيونو لفته مليانه عتب وضاع بهالبرارى وانبح صوت القصب وطلعت العروسه تنقى عريس رماها الهوى ونقاها العريس لبست الاساور والطرحه قصب رقصت العروسه وضحك رنين الدهب,1967.0,الاخوين رحبانى,الأخوين رحباني,"اطلعى
عروسه
عالكرم
نقى
العنب
وطلعت
العروسه
الكرم
طار
العنب
وطلعت
العروسه
تنقى
ضحك
الناطور
وقلبو
حزين
ولوحت
بعيونو
لفته
مليانه
عتب
وضاع
بهالبرارى
وانبح
صوت
القصب
وطلعت
العروسه
تنقى
عريس
رماها
الهوى
ونقاها
العريس
لبست
الاساور
والطرحه
قصب
رقصت
العروسه
وضحك
رنين
الدهب",negative,0.9108849167823792,love
الارض,الارض لكمف الارض تبتهج بملامسه اقدامكم العاريه والارض لكموشعوركم مسترسله تتوق اليها الريح والارض وانتم الطريق فانهضوا قيدكم عراه اقوياء والارض قدسوا الحريه يحكمكم طغاه الارض الارض وانت اخى لماذا اذا تخاصمنى انا اسمع وانت ترى وبنا شوق ليدرك بعضنا الاخر فهذى يدى هات يدك هذى يدى هات يدك هات يدك,2010.0,زياد رحبانى,جبران خليل جبران,"الارض
لكمف
الارض
تبتهج
بملامسه
اقدامكم
العاريه
والارض
لكموشعوركم
مسترسله
تتوق
اليها
الريح
والارض
وانتم
الطريق
فانهضوا
قيدكم
عراه
اقوياء
والارض
قدسوا
الحريه
يحكمكم
طغاه
الارض
الارض
وانت
اخى
لماذا
اذا
تخاصمنى
انا
اسمع
وانت
ترى
وبنا
شوق
ليدرك
بعضنا
الاخر
فهذى
يدى
هات
يدك
هذى
يدى
هات
يدك
هات
يدك",negative,0.9779963493347168,longing
الله كبير,بتذكر شو كنت تقلتلى يصير انتظرينى وضلك صلى الله كبير يوما شو مدى نهار شى كتير اللى وبعدو بيصير الله كبير ذاكر قدى قلتلى هالعمر انو قصير وإنو انا فى متلى وحبى اخير يوما شو مدى نهار شى كتير اللى وبعدو بيصير الله كبير,2010.0,زياد الرحبانى,زياد الرحباني,"بتذكر
شو
كنت
تقلتلى
يصير
انتظرينى
وضلك
صلى
الله
كبير
يوما
شو
مدى
نهار
شى
كتير
اللى
وبعدو
بيصير
الله
كبير
ذاكر
قدى
قلتلى
هالعمر
انو
قصير
وإنو
انا
فى
متلى
وحبى
اخير
يوما
شو
مدى
نهار
شى
كتير
اللى
وبعدو
بيصير
الله
كبير",positive,0.5748953819274902,love
الله معك هوانا,الله معاك ياهوانا مفارقنا حكم الهوى ياهوانا وتفارقنا ويا اهل السهر يلى نطرونا بكره اذا ذكروا العشاق ضلوا تذكرونا تذكرونا تذكرونا ضلوا تذكرونا حزنى السعيد انتهينا وتودعناما بنسى شو بكينا وصلينا تتضلك معنى ويا اهل السهر يلى نطرونا بكره اذا ذكروا العشاق ضلوا تذكرونا تذكرونا تذكرونا ضلوا تذكرونا نبقى وصوتك بالليليقلى وانا عم بسمع بحبك نجوم الليل نجمه ونجمه توقع وخلص الحب وسكتت الكلمه وتسكر القلب وقع نجمه متارى الكلام بيضله كلاموكل شى بيخلص الاحلام والايام بتمحى الايام الله معاك ياهوانا مفارقنا حكم الهوى ياهوانا وتفارقنا ويا اهل السهر يلى نطرونا بكره اذا ذكروا العشاق ضلوا تذكرونا تذكرونا تذكرونا ضلوا تذكرونا,,الاخوين رحبانى,الأخوين رحباني,"الله
معاك
ياهوانا
مفارقنا
حكم
الهوى
ياهوانا
وتفارقنا
ويا
اهل
السهر
يلى
نطرونا
بكره
اذا
ذكروا
العشاق
ضلوا
تذكرونا
تذكرونا
تذكرونا
ضلوا
تذكرونا
حزنى
السعيد
انتهينا
وتودعناما
بنسى
شو
بكينا
وصلينا
تتضلك
معنى
ويا
اهل
السهر
يلى
نطرونا
بكره
اذا
ذكروا
العشاق
ضلوا
تذكرونا
تذكرونا
تذكرونا
ضلوا
تذكرونا
نبقى
وصوتك
بالليليقلى
وانا
عم
بسمع
بحبك
نجوم
الليل
نجمه
ونجمه
توقع
وخلص
الحب
وسكتت
الكلمه
وتسكر
القلب
وقع
نجمه
متارى
الكلام
بيضله
كلاموكل
شى
بيخلص
الاحلام
والايام
بتمحى
الايام
الله
معاك
ياهوانا
مفارقنا
حكم
الهوى
ياهوانا
وتفارقنا
ويا
اهل
السهر
يلى
نطرونا
بكره
اذا
ذكروا
العشاق
ضلوا
تذكرونا
تذكرونا
تذكرونا
ضلوا
تذكرونا",negative,0.8024970293045044,love
امس انتهينا,امس انتهينا كنا صاحب الوعد خلى الوعد نسيانا طاف النعاس ماضيك وارتحلت حدائق العمر بكيا فاهدا الان الوداع ابتسامات مبلله بالدمع حينا وبالتذكار احيانا الهدايا كانت ثروتنا ليل الوداع نسيناها هدايانا شريط شعر عبيق الضوع محرمه ونجمه سقطت غصن لقيانا اسلمتها لرياح الارض تحملها الهبوب ادركت شطانا رحله فى مدى النسيان موجعه اغنى الهوى عنها واغنانا,1999.0,الاخوين رحبانى,الأخوين رحباني,"امس
انتهينا
كنا
صاحب
الوعد
خلى
الوعد
نسيانا
طاف
النعاس
ماضيك
وارتحلت
حدائق
العمر
بكيا
فاهدا
الان
الوداع
ابتسامات
مبلله
بالدمع
حينا
وبالتذكار
احيانا
الهدايا
كانت
ثروتنا
ليل
الوداع
نسيناها
هدايانا
شريط
شعر
عبيق
الضوع
محرمه
ونجمه
سقطت
غصن
لقيانا
اسلمتها
لرياح
الارض
تحملها
الهبوب
ادركت
شطانا
رحله
فى
مدى
النسيان
موجعه
اغنى
الهوى
عنها
واغنانا",negative,0.9152953028678894,love
امى الحبيبه,امى امى الحبيب نفح الرياحين الورود اين ابتساماتك الرطيبه تسمو بإشراقه الوجود لاسم امى الجميا لحن فى القلب احلى النسيم وجه لاح حسن يرقى الى وجهها الكريم لى حبك العظيم احيا الوعد بالنعيم روحا بارجائه اهيم طفلا لاحضانه اعود امى لى يديك ارجوهما السماء ابوابها طوع راحتيك ان تسالها يسمع الرجاء حلا بإسمها النداء تسامى العطاء ان زمت جودا السماء نعماك تجود القاك فى نجمه الصباح فى مبسم الزنبق الرطيب فى زرقه البحر فى الاقاح امى فى دمعه الغريب الشمس تدنو الغروب كانها وجهك الحبيب وجه امى تغيب اماه انشوده الخلود,,زكى ناصيف,زكي ناصيف,"امى
امى
الحبيب
نفح
الرياحين
الورود
اين
ابتساماتك
الرطيبه
تسمو
بإشراقه
الوجود
لاسم
امى
الجميا
لحن
فى
القلب
احلى
النسيم
وجه
لاح
حسن
يرقى
الى
وجهها
الكريم
لى
حبك
العظيم
احيا
الوعد
بالنعيم
روحا
بارجائه
اهيم
طفلا
لاحضانه
اعود
امى
لى
يديك
ارجوهما
السماء
ابوابها
طوع
راحتيك
ان
تسالها
يسمع
الرجاء
حلا
بإسمها
النداء
تسامى
العطاء
ان
زمت
جودا
السماء
نعماك
تجود
القاك
فى
نجمه
الصباح
فى
مبسم
الزنبق
الرطيب
فى
زرقه
البحر
فى
الاقاح
امى
فى
دمعه
الغريب
الشمس
تدنو
الغروب
كانها
وجهك
الحبيب
وجه
امى
تغيب
اماه
انشوده
الخلود",positive,0.9629793167114258,love
انت لى,انت لى كالغيم للجدول كاللحن للبلبل ومشتهاى هواك انت لى وللهوى منزل وفيئه المخملى وكل طيب فداك منزلى الصنوبر موطن اليمام الاليف منزلى دنياه كوثر كنه ممره الوريف وحين مر الغمام مغلل غصن راحت طيور اليمام فى صوب تغنى انت لى,,الاخوين رحبانى,الأخوين رحباني,"انت
لى
كالغيم
للجدول
كاللحن
للبلبل
ومشتهاى
هواك
انت
لى
وللهوى
منزل
وفيئه
المخملى
وكل
طيب
فداك
منزلى
الصنوبر
موطن
اليمام
الاليف
منزلى
دنياه
كوثر
كنه
ممره
الوريف
وحين
مر
الغمام
مغلل
غصن
راحت
طيور
اليمام
فى
صوب
تغنى
انت
لى",positive,0.9614299535751343,joy
اهواك,اهواك بلا امل عيونك تبسم لى ورودك تغرينى بشهيات القبل اهواك لى قلب بغرامك يلتهب تدنيه فيقترب تقصيه فيغترب فى الظلمه يكتئب يهدهده التعب فيذوب ينسكب كالدمع المقل فى السهره انتظر يطول بى السهر فيسائلنى القمر حلوه الخبر فاجيبه القلب تيمه الحب بدر انا السبب احببت بلا امل,,زكى ناصيف,زكي ناصيف,"اهواك
بلا
امل
عيونك
تبسم
لى
ورودك
تغرينى
بشهيات
القبل
اهواك
لى
قلب
بغرامك
يلتهب
تدنيه
فيقترب
تقصيه
فيغترب
فى
الظلمه
يكتئب
يهدهده
التعب
فيذوب
ينسكب
كالدمع
المقل
فى
السهره
انتظر
يطول
بى
السهر
فيسائلنى
القمر
حلوه
الخبر
فاجيبه
القلب
تيمه
الحب
بدر
انا
السبب
احببت
بلا
امل",positive,0.8518261313438416,love
اهو دا اللى,اهو دا اللى ادى اللى مالكش حق مالكش حق تلوم عليا تلوم عليا ازاى سيدنا خير بلادنا ماهوش فى ادنا قولى اشيا تفدنا بعدها بقى لوم عليا مصر ام العجايب شعبك اصيل الخصم عايب خلى بالك الحبايب دول انصار القضيه بدال يشمت فينا حاسد ايدك فى ايدى نقوم نجاهد احنا نبقى الكل والايادى تكون قويه,,سيد درويش,بديع خيري,"اهو
دا
اللى
ادى
اللى
مالكش
حق
مالكش
حق
تلوم
عليا
تلوم
عليا
ازاى
سيدنا
خير
بلادنا
ماهوش
فى
ادنا
قولى
اشيا
تفدنا
بعدها
بقى
لوم
عليا
مصر
ام
العجايب
شعبك
اصيل
الخصم
عايب
خلى
بالك
الحبايب
دول
انصار
القضيه
بدال
يشمت
فينا
حاسد
ايدك
فى
ايدى
نقوم
نجاهد
احنا
نبقى
الكل
والايادى
تكون
قويه",positive,0.5641286373138428,love
سيد الهوى,سيد الهوى قمرى مورق الجمال طرى دائم الوجد والغوى سيد الهوى قمرى وجهه الغض لاح عصف الليل بالحلى وبكت زهره الملاح رات شعره الفتى وانا اغسل الندى ملاعب الشجر اكتب الشوق موعدا فى وريقه العمر طالع الخصر بالهتاف وحكى صوته المدل شراع ضفاف ضفاف السنا يطل سامح العمر واهتدى طوله سفرى وشدا بلبل شدا بالجمال والذكر,1999.0,محمد محسن,,"سيد
الهوى
قمرى
مورق
الجمال
طرى
دائم
الوجد
والغوى
سيد
الهوى
قمرى
وجهه
الغض
لاح
عصف
الليل
بالحلى
وبكت
زهره
الملاح
رات
شعره
الفتى
وانا
اغسل
الندى
ملاعب
الشجر
اكتب
الشوق
موعدا
فى
وريقه
العمر
طالع
الخصر
بالهتاف
وحكى
صوته
المدل
شراع
ضفاف
ضفاف
السنا
يطل
سامح
العمر
واهتدى
طوله
سفرى
وشدا
بلبل
شدا
بالجمال
والذكر",positive,0.9325235486030579,longing
شو هالايام,شو هالايام اللى وصلنالها قال انه غنى عم يعطى فقير كانه المصارى قشطت لحالها عاهيدا نتفه وهيدا كثير حلوه دى حلوه دى تعجن فى الفجريه بيقولوا عرق جبينه طلع مصارى هالإنسان طيب هايدا وكيف ملايينه مره شايفينه عرقان مش صحيح مش صحيح الهوا غلاب الغنى نفسه حابب يوزع ورق المال انه بخيل ابدا عكسه تذكركن ولاد الحلال ليل لال ليل لال وحول منا عنده ستيلو بمينع انه يصير تنسيق جيب لى لامضى قلم ستيلو الشعوب بكره تفى سلام سلام سلم المصارى اللى مضبوبه اللى بتنعد بتنقاس اصلها جياب الناس مسحوبه ولازم ترجع جياب الناس هى دى هى هى دى هى الاصليه,2000.0,زياد الرحبانى,زياد الرحباني,"شو
هالايام
اللى
وصلنالها
قال
انه
غنى
عم
يعطى
فقير
كانه
المصارى
قشطت
لحالها
عاهيدا
نتفه
وهيدا
كثير
حلوه
دى
حلوه
دى
تعجن
فى
الفجريه
بيقولوا
عرق
جبينه
طلع
مصارى
هالإنسان
طيب
هايدا
وكيف
ملايينه
مره
شايفينه
عرقان
مش
صحيح
مش
صحيح
الهوا
غلاب
الغنى
نفسه
حابب
يوزع
ورق
المال
انه
بخيل
ابدا
عكسه
تذكركن
ولاد
الحلال
ليل
لال
ليل
لال
وحول
منا
عنده
ستيلو
بمينع
انه
يصير
تنسيق
جيب
لى
لامضى
قلم
ستيلو
الشعوب
بكره
تفى
سلام
سلام
سلم
المصارى
اللى
مضبوبه
اللى
بتنعد
بتنقاس
اصلها
جياب
الناس
مسحوبه
ولازم
ترجع
جياب
الناس
هى
دى
هى
هى
دى
هى
الاصليه",negative,0.9961573481559753,longing
لازم ودعكن,انا لازم ودعكن وخبركن عنى انا القصه منكن كنت بغنى غنينا اغانى اوراق غنيه لواحد مشتاق ودايما بالاخر فى اخر فى وقت فراق جماعه لازم خبركن هالقصه عنى انا شى بقوله عم حسه وعم يطلع منى موسيقيى دقوا وفلوا والعالم صاروا يقلوا ودايما فى الاخر فى اخر فى وقت فراق بكرا برجع بوقف معكن اذا مش بكرا البعدو اكيد انتوا احكونى وانا بسمعكن للصوت بعيد بلا موسيقتنا الليله حزينه بلا غنيه الليله بتطول ليله بغنى بمدينه وبحمل صوتى وبمشى عطول غنيه نفعت معنا كلمه الا شى حزين اذا بكينا دمعنا تفتكروا فرحانيين,1997.0,زياد الرحبانى,زياد الرحباني,"انا
لازم
ودعكن
وخبركن
عنى
انا
القصه
منكن
كنت
بغنى
غنينا
اغانى
اوراق
غنيه
لواحد
مشتاق
ودايما
بالاخر
فى
اخر
فى
وقت
فراق
جماعه
لازم
خبركن
هالقصه
عنى
انا
شى
بقوله
عم
حسه
وعم
يطلع
منى
موسيقيى
دقوا
وفلوا
والعالم
صاروا
يقلوا
ودايما
فى
الاخر
فى
اخر
فى
وقت
فراق
بكرا
برجع
بوقف
معكن
اذا
مش
بكرا
البعدو
اكيد
انتوا
احكونى
وانا
بسمعكن
للصوت
بعيد
بلا
موسيقتنا
الليله
حزينه
بلا
غنيه
الليله
بتطول
ليله
بغنى
بمدينه
وبحمل
صوتى
وبمشى
عطول
غنيه
نفعت
معنا
كلمه
الا
شى
حزين
اذا
بكينا
دمعنا
تفتكروا
فرحانيين",negative,0.9623138308525085,longing
زمان,زمان الحلو بان زمان يمكن حدا زعلو عتبان زمان باعت رسول الحلو بيقول هالرسول انو الهوى بدلو عا طول ناسى عا طول مين خلاك تدلل علينا مين نساك دمعات عينينا هيك الامل حلو عتبان ناسى الحنان ريت الجفا حلو ريتو,1999.0,الاخوين رحبانى,الأخوين رحباني,"زمان
الحلو
بان
زمان
يمكن
حدا
زعلو
عتبان
زمان
باعت
رسول
الحلو
بيقول
هالرسول
انو
الهوى
بدلو
عا
طول
ناسى
عا
طول
مين
خلاك
تدلل
علينا
مين
نساك
دمعات
عينينا
هيك
الامل
حلو
عتبان
ناسى
الحنان
ريت
الجفا
حلو
ريتو",negative,0.7611411809921265,sadness
عتم ليل,عتم ليل عتم اكتر خلى قناديلنا تضوى اكتر زغيرى قناديلنا الليل كبير بتضويلنا بنوصل بكير قمر ضلك غايب حلفتك بالحبايب ضويتنا تسهر يصيرلا رهجه اكتر والدنيى غافله القمر غاب تقشعنى واصله عم دق الباب وبتسال طلعتى بهالعتمه فزعتى قولى القنديل منور فينا نسهر اكتر مين هى الطالعه بهاك الحى مناش قاشعه ضو شوى منتوره زورينا بالك تشيلينا فى عنا بيت زغير بيساع الكل واكتر,1963.0,الاخوين رحبانى,الأخوين رحباني,"عتم
ليل
عتم
اكتر
خلى
قناديلنا
تضوى
اكتر
زغيرى
قناديلنا
الليل
كبير
بتضويلنا
بنوصل
بكير
قمر
ضلك
غايب
حلفتك
بالحبايب
ضويتنا
تسهر
يصيرلا
رهجه
اكتر
والدنيى
غافله
القمر
غاب
تقشعنى
واصله
عم
دق
الباب
وبتسال
طلعتى
بهالعتمه
فزعتى
قولى
القنديل
منور
فينا
نسهر
اكتر
مين
هى
الطالعه
بهاك
الحى
مناش
قاشعه
ضو
شوى
منتوره
زورينا
بالك
تشيلينا
فى
عنا
بيت
زغير
بيساع
الكل
واكتر",neutral,0.42093634605407715,love
